PWeight,Age,PA_Inc,SS_Inc,Hours_Worked,Fam_Size,Children,PUMA,FoodSnap,Tenure,Grandparents,MLTG_HH,Citizenship?,COW,Speaks_English,Other_Lang_Home,Marital_Status,#_of_marriages,Military,Education,Sex,Disability,Parent_Employment,Employment,Health_Cov,Hispanic,IND,Private_HI,Public_HI,Race,Place_of_Birth,Income
4,59,0,21319.509599999998,0,1,b,00104,2,b,b,b,1,b,b,2,5,b,4,01,1,1,b,6,1,01,2,2,1,2,1,21319.509599999998
75,18,0,0,0,1,b,00302,2,b,b,b,1,b,b,2,5,b,4,18,1,2,b,6,1,01,2,1,2,1,1,0
94,19,0,0,0,1,b,00101,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,6,1,01,8,1,2,1,1,0
3,39,0,0,0,1,b,00302,2,b,b,b,1,b,b,2,5,b,4,16,1,2,b,6,1,01,2,2,1,1,1,0
30,48,1853.8704,0,60,1,b,00304,1,b,b,b,1,1,b,2,4,1,4,14,1,1,b,3,1,01,6,2,1,2,1,10505.265599999999
54,19,0,0,30,1,b,00905,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,1,2,01,13,2,2,2,1,3089.7839999999997
39,19,0,0,10,1,b,01500,2,b,b,b,1,4,b,2,5,b,4,19,2,2,b,1,1,01,13,1,2,1,1,8548.402399999999
7,52,0,0,0,1,b,00500,2,b,b,b,1,1,b,2,5,b,4,16,2,1,b,6,1,01,6,2,1,1,1,1750.8776
196,48,1853.8704,0,60,1,b,00901,1,b,b,b,1,1,b,2,4,1,4,20,1,1,b,3,1,01,6,2,1,2,1,10505.265599999999
48,32,0,9887.308799999999,0,1,b,00102,1,b,b,b,1,b,b,2,5,b,4,17,2,2,b,6,1,01,2,2,1,1,1,9887.308799999999
77,19,0,0,25,1,b,01300,2,b,b,b,1,1,2,1,5,b,4,19,1,2,b,6,1,01,8,1,2,6,1,3089.7839999999997
56,21,0,0,52,1,b,00905,2,b,b,b,1,7,b,2,5,b,4,19,2,2,b,1,1,01,16,2,1,1,1,8857.380799999999
20,56,0,0,15,1,b,00300,2,b,b,b,1,4,b,2,3,1,4,20,1,2,b,6,1,01,18,2,1,1,1,3810.7336
12,20,0,0,40,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,1,1,01,13,2,1,2,1,3604.748
5,72,0,6797.5248,0,1,b,00700,2,b,b,b,1,b,b,2,2,1,4,16,2,1,b,6,1,01,2,1,1,1,1,6797.5248
10,48,1853.8704,0,60,1,b,00301,1,b,b,b,1,1,b,2,4,1,4,14,1,1,b,3,1,01,6,2,1,2,1,10505.265599999999
69,49,0,0,20,1,b,01500,2,b,b,b,1,4,b,2,5,b,4,19,1,2,b,6,1,01,18,2,1,1,1,638.55536
17,44,0,0,0,1,b,00300,1,b,b,b,1,b,b,2,5,b,4,21,1,1,b,6,1,01,2,2,1,1,1,0
19,52,0,0,40,1,b,00103,2,b,b,b,1,1,b,2,5,b,4,19,1,1,b,6,1,01,17,2,1,1,1,11844.171999999999
104,20,0,0,0,1,b,00903,2,b,b,b,1,b,b,2,5,b,4,19,2,2,b,6,1,01,2,1,2,1,1,0
64,39,0,0,25,1,b,01500,2,b,b,b,1,4,b,2,1,1,4,13,1,2,b,6,1,01,18,2,1,2,1,339.87624
61,18,0,0,60,1,b,01101,2,b,b,b,1,5,b,2,5,b,1,16,1,2,b,4,1,01,19,1,2,2,1,25851.192799999997
72,23,0,0,40,1,b,01101,2,b,b,b,1,5,b,2,5,b,1,18,1,2,b,4,1,01,19,1,2,1,1,35635.508799999996
71,21,0,0,0,1,b,00904,2,b,b,b,1,b,1,1,5,b,4,20,1,2,b,6,1,01,2,1,2,6,1,0
34,77,0,2162.8487999999998,0,1,b,00105,2,b,b,b,1,b,b,2,2,1,4,21,2,1,b,6,1,01,2,1,1,1,1,2162.8487999999998
15,62,0,13389.064,0,1,b,00300,2,b,b,b,1,b,b,2,5,b,4,16,1,1,b,6,1,01,2,2,1,1,1,13389.064
20,56,0,12977.092799999999,0,1,b,00305,2,b,b,b,1,b,b,2,5,b,4,01,2,1,b,6,1,01,2,2,1,1,1,12977.092799999999
66,39,0,0,20,1,b,00300,2,b,b,b,1,4,b,2,5,b,4,17,1,2,b,6,1,01,18,2,1,2,1,82.39424
23,76,0,8857.380799999999,0,1,b,00901,2,b,b,b,1,b,b,2,5,b,4,11,1,1,b,6,1,01,2,2,1,2,1,8857.380799999999
18,71,0,11638.186399999999,0,1,b,00300,2,b,b,b,1,b,b,2,2,1,4,16,1,1,b,6,1,01,2,2,1,1,1,11638.186399999999
19,56,0,12977.092799999999,0,1,b,00304,2,b,b,b,1,b,b,2,5,b,4,01,2,1,b,6,1,01,2,2,1,1,1,12977.092799999999
61,18,0,0,0,1,b,00302,2,b,b,b,1,1,b,2,5,b,4,19,1,2,b,6,1,01,16,1,2,1,1,0
23,56,7415.4816,0,0,1,b,00500,2,b,b,b,1,b,b,2,5,b,4,10,1,1,b,6,1,01,2,2,1,1,1,17199.797599999998
92,20,0,0,20,1,b,00903,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,6,1,01,14,1,2,1,1,6385.553599999999
28,18,0,0,24,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,1,1,01,16,1,2,1,1,7106.5032
9,62,0,9887.308799999999,0,1,b,00306,2,b,b,b,1,b,b,2,5,b,4,01,1,1,b,6,1,01,2,2,1,1,1,9887.308799999999
7,49,9990.301599999999,3295.7695999999996,0,1,b,00302,2,b,b,b,2,b,b,2,5,b,4,01,1,1,b,6,1,03,2,2,1,1,2,13286.0712
57,64,0,3913.7264,0,1,b,00900,2,b,b,b,1,b,b,2,5,b,4,01,2,1,b,6,1,01,2,2,1,1,1,3913.7264
29,19,0,0,25,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,1,2,b,1,1,01,16,1,2,1,1,10299.279999999999
10,56,0,12977.092799999999,0,1,b,00306,2,b,b,b,1,b,b,2,5,b,4,01,2,1,b,6,1,01,2,2,1,1,1,12977.092799999999
41,60,0,3913.7264,0,1,b,00900,2,b,b,b,1,b,b,2,5,b,4,01,1,1,b,6,1,01,2,2,1,1,1,3913.7264
84,19,0,0,0,1,b,00304,2,b,b,b,1,b,1,1,5,b,4,14,2,1,b,6,1,01,2,1,2,6,1,0
97,78,0,0,0,1,b,00500,2,b,b,b,1,b,b,2,1,2,2,19,1,1,b,6,1,01,2,2,1,1,1,16581.840799999998
62,90,0,18229.725599999998,0,1,b,00306,2,b,b,b,1,b,b,2,2,1,4,21,2,1,b,6,1,01,2,2,1,1,1,18229.725599999998
61,56,0,8342.416799999999,0,1,b,00306,2,b,b,b,3,b,b,2,5,b,4,19,2,1,b,6,1,01,2,2,1,2,6,8342.416799999999
17,30,0,0,40,1,b,00905,2,b,b,b,1,1,b,2,5,b,4,20,1,2,b,6,1,01,8,2,1,1,1,278.08056
26,20,0,0,28,1,b,00104,2,b,b,b,1,1,b,2,5,b,4,19,2,1,b,1,1,01,8,1,2,1,1,9269.351999999999
21,29,0,0,38,1,b,01500,1,b,b,b,1,7,1,1,5,b,4,15,2,2,b,6,1,03,16,2,1,1,1,36459.451199999996
12,70,0,20598.559999999998,0,1,b,00500,2,b,b,b,1,b,1,1,2,1,4,20,2,1,b,6,1,01,2,2,1,1,1,20598.559999999998
56,69,0,8857.380799999999,0,1,b,00903,2,b,b,b,1,b,b,2,5,b,4,19,2,1,b,6,1,01,2,2,1,2,1,8857.380799999999
31,18,0,0,30,1,b,00904,2,b,b,b,1,1,1,1,5,b,4,18,1,2,b,2,1,01,8,2,1,2,1,6694.532
81,19,0,0,40,1,b,00305,2,b,b,b,1,1,b,2,5,b,4,18,1,1,b,2,1,16,8,1,2,8,1,9269.351999999999
13,77,0,3913.7264,0,1,b,00902,2,b,b,b,1,b,b,2,5,b,4,01,1,1,b,6,1,01,2,2,1,1,1,3913.7264
8,56,0,15963.884,0,1,b,01300,1,b,b,b,1,b,b,2,5,b,4,16,1,1,b,6,1,01,2,2,1,1,1,15963.884
129,21,0,0,25,1,b,00903,2,b,b,b,1,2,b,2,5,b,4,19,1,2,b,1,1,01,13,1,2,1,1,1544.8919999999998
9,40,0,0,0,1,b,01100,2,b,b,b,1,b,b,2,5,b,4,16,1,1,b,6,1,01,2,2,1,2,1,8754.387999999999
9,21,0,0,70,1,b,00901,2,b,b,b,1,1,1,1,5,b,4,19,1,2,b,1,1,01,12,2,1,9,1,15448.92
55,91,0,11535.193599999999,0,1,b,01500,2,b,b,b,1,b,b,2,2,1,4,16,2,1,b,6,1,01,2,2,1,1,1,11535.193599999999
76,19,0,0,0,1,b,01300,2,b,b,b,4,b,2,1,5,b,4,18,1,2,b,6,1,01,2,1,2,6,4,0
8,75,0,14830.9632,0,1,b,00103,2,b,b,b,1,b,b,2,3,1,4,16,2,1,b,6,1,01,2,2,1,1,1,19568.631999999998
4,21,0,0,35,1,b,00700,1,b,b,b,1,1,b,2,5,b,4,19,2,2,b,6,1,01,16,1,2,1,1,6179.567999999999
91,21,0,0,30,1,b,00101,2,b,b,b,3,1,2,1,5,b,2,22,1,2,b,1,1,01,13,1,1,2,6,1235.9135999999999
108,19,0,0,32,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,19,1,2,b,6,1,01,16,1,2,1,1,5149.639999999999
8,95,0,1544.8919999999998,0,1,b,00101,1,b,b,b,1,b,b,2,2,1,4,18,2,1,b,6,1,01,2,1,1,1,1,4737.6687999999995
77,18,0,0,60,1,b,01101,2,b,b,b,1,5,b,2,5,b,1,16,1,2,b,4,1,01,19,1,2,2,1,25851.192799999997
58,21,0,0,40,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,19,1,2,b,6,1,01,6,1,2,1,1,6797.5248
76,18,0,0,0,1,b,00903,2,b,b,b,1,b,1,1,5,b,4,16,2,2,b,6,1,03,2,1,2,2,1,0
9,67,0,3913.7264,0,1,b,00902,2,b,b,b,1,b,b,2,5,b,4,21,2,1,b,6,1,01,2,2,1,1,1,3913.7264
54,18,0,0,40,1,b,00904,2,b,b,b,1,1,2,1,5,b,4,16,2,2,b,3,1,03,4,1,2,5,1,4737.6687999999995
20,50,0,0,30,1,b,00500,1,b,b,b,1,1,b,2,5,b,4,17,1,2,b,6,1,01,17,2,1,1,1,350.17552
84,91,0,22143.451999999997,0,1,b,00301,2,b,b,b,1,b,b,2,1,1,4,21,2,1,b,6,1,01,2,2,1,1,1,27293.092
23,20,0,0,0,1,b,01300,2,b,b,b,1,4,1,1,5,b,4,18,1,2,b,6,1,01,13,1,2,6,1,0
5,24,0,0,10,1,b,00700,2,b,b,b,1,2,b,2,5,b,4,18,2,2,b,1,1,01,17,2,1,1,1,6179.567999999999
85,19,0,0,18,1,b,00904,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,1,1,01,13,1,2,2,1,2677.8127999999997
87,19,0,0,0,1,b,00903,2,b,b,b,1,b,b,2,5,b,4,18,1,2,b,6,1,01,2,1,2,1,1,0
62,18,0,0,40,1,b,01101,2,b,b,b,1,5,b,2,5,b,1,16,1,2,b,4,1,01,19,1,2,1,1,20598.559999999998
10,21,0,0,0,1,b,01300,2,b,b,b,1,b,b,2,5,b,4,18,1,1,b,6,1,01,2,2,1,1,1,0
22,72,0,13183.078399999999,0,1,b,00906,2,b,b,b,1,b,b,2,1,1,4,22,2,1,b,6,1,01,2,2,1,1,1,27396.0848
80,18,0,0,0,1,b,00302,2,b,b,b,1,1,b,2,5,b,4,19,1,2,b,6,1,01,16,1,2,1,1,0
33,19,2883.7983999999997,0,0,1,b,00304,1,b,b,b,1,b,b,2,5,b,4,16,2,1,b,6,1,01,2,2,1,1,1,8548.402399999999
11,47,0,0,60,1,b,00906,1,b,b,b,1,1,b,2,5,b,4,19,1,2,b,1,1,01,6,1,1,2,1,10299.279999999999
18,36,0,0,0,1,b,00105,2,b,b,b,1,b,b,2,3,1,4,17,1,2,b,6,2,01,2,2,2,2,1,0
11,53,0,0,0,1,b,00900,2,b,b,b,1,b,b,2,3,1,4,19,1,1,b,6,1,01,2,2,1,1,1,11123.222399999999
33,21,0,0,30,1,b,00101,2,b,b,b,3,1,2,1,5,b,2,22,1,2,b,1,1,01,13,1,1,2,6,1235.9135999999999
66,37,0,0,50,1,b,00302,2,b,b,b,1,1,2,1,5,b,4,17,1,2,b,6,1,24,12,2,1,8,1,2059.8559999999998
13,44,0,18847.682399999998,0,1,b,00306,2,b,b,b,4,b,3,1,5,b,4,01,2,1,b,6,1,01,2,2,1,6,4,18847.682399999998
76,19,0,0,20,1,b,00302,2,b,b,b,5,1,b,2,5,b,4,18,2,1,b,3,1,01,8,1,2,6,4,1853.8704
31,20,0,0,0,1,b,00302,2,b,b,b,1,b,b,2,5,b,4,18,1,1,b,6,1,01,2,2,1,1,1,0
92,34,0,0,0,1,b,00302,1,b,b,b,2,b,4,1,5,b,4,01,1,1,b,6,1,03,2,2,1,8,2,0
51,19,0,0,10,1,b,01300,2,b,b,b,4,4,1,1,5,b,4,18,2,2,b,1,1,01,13,1,2,6,4,1029.9279999999999
37,18,0,0,40,1,b,00904,2,b,b,b,1,3,b,2,5,b,4,18,2,2,b,6,1,01,4,1,2,1,1,12256.143199999999
58,75,0,14830.9632,0,1,b,00103,2,b,b,b,1,b,b,2,3,1,4,16,2,1,b,6,1,01,2,2,1,1,1,19568.631999999998
35,19,0,0,80,1,b,01500,2,b,b,b,1,1,1,1,5,b,4,19,1,2,b,1,1,02,11,2,1,1,1,3141.2803999999996
51,49,0,0,20,1,b,00300,2,b,b,b,2,4,2,1,5,b,4,16,1,2,b,6,1,03,18,2,1,8,2,267.78128
52,80,0,16890.819199999998,0,1,b,00103,2,b,b,b,1,b,b,2,5,b,2,16,1,1,b,6,1,01,2,2,1,1,1,18023.739999999998
76,18,0,0,0,1,b,00101,2,b,b,b,1,4,b,2,5,b,4,16,2,2,b,6,1,01,13,1,2,2,1,0
60,85,0,11638.186399999999,0,1,b,00306,2,b,b,b,1,b,b,2,2,1,4,16,1,1,b,6,1,01,2,1,1,1,1,11638.186399999999
64,63,0,0,0,1,b,00306,2,b,b,b,1,b,b,2,5,b,4,19,1,1,b,6,1,01,2,2,1,1,1,14933.956
13,82,0,3913.7264,0,1,b,00902,2,b,b,b,1,b,b,2,5,b,4,19,1,1,b,6,1,01,2,1,1,1,1,3913.7264
15,69,0,0,0,1,b,00302,2,b,b,b,1,b,b,2,5,b,4,17,1,1,b,6,1,01,2,2,1,1,1,12359.135999999999
10,19,0,0,40,1,b,00901,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,1,1,01,16,1,2,1,1,15963.884
26,47,0,0,0,1,b,00906,2,b,b,b,1,b,b,2,5,b,4,19,2,1,b,6,1,01,2,2,1,1,1,10711.251199999999
76,71,0,1338.9063999999998,0,1,b,00902,2,b,b,b,1,b,b,2,5,b,4,16,1,1,b,6,1,01,2,2,1,1,1,1338.9063999999998
133,21,0,0,40,1,b,00903,2,b,b,b,1,1,1,1,5,b,4,19,1,2,b,6,1,03,9,1,1,1,1,2883.7983999999997
70,19,0,0,42,1,b,00101,2,b,b,b,1,1,b,2,5,b,4,18,1,2,b,1,1,01,6,1,2,1,1,25851.192799999997
120,46,0,0,0,1,b,01101,2,b,b,b,1,b,b,2,5,b,4,16,1,1,b,6,1,01,2,2,1,1,1,9063.366399999999
135,21,0,0,11,1,b,00903,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,1,1,01,13,1,1,1,1,1132.9207999999999
59,68,0,32442.732,0,1,b,00103,2,b,b,b,1,b,b,2,4,1,4,16,1,1,b,6,1,01,2,2,1,1,1,57675.968
98,48,0,0,10,1,b,01300,2,b,b,b,5,4,1,1,5,b,4,18,1,2,b,6,1,24,18,2,1,8,3,133.89064
49,24,0,0,40,1,b,01101,2,b,b,b,1,5,b,2,5,b,1,19,1,2,b,4,1,01,19,1,2,1,1,36356.458399999996
29,66,0,16581.840799999998,0,1,b,00102,2,b,b,b,1,b,b,2,5,b,4,16,2,1,b,6,1,01,2,2,1,1,1,16581.840799999998
83,19,0,0,0,1,b,00905,2,b,b,b,1,1,b,2,5,b,4,16,2,2,b,6,1,01,14,1,2,2,1,0
91,21,0,0,40,1,b,00302,2,b,b,b,1,1,2,1,5,b,4,18,1,2,b,6,1,01,8,1,2,2,1,7518.4744
17,53,0,0,0,1,b,00300,2,b,b,b,1,b,b,2,5,b,4,15,1,1,b,6,1,01,2,2,1,1,1,0
63,39,0,0,40,1,b,00300,2,b,b,b,1,4,b,2,5,b,4,21,1,2,b,6,1,01,12,2,1,2,1,32957.695999999996
8,65,0,5149.639999999999,0,1,b,00103,2,b,b,b,1,7,b,2,5,b,4,12,1,2,b,6,1,01,6,2,1,1,1,5149.639999999999
61,74,0,0,7,1,b,01100,2,b,b,b,2,2,2,1,3,1,4,10,1,2,b,6,1,03,17,2,1,9,2,257.48199999999997
6,54,0,0,0,1,b,00300,1,b,b,b,1,b,b,2,5,b,4,12,1,2,b,6,1,01,2,2,1,1,1,9784.315999999999
81,18,0,0,15,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,1,1,01,8,1,2,1,1,8754.387999999999
27,21,0,0,20,1,b,01101,2,b,b,b,3,2,b,2,5,b,4,19,2,2,b,1,2,01,8,2,2,6,4,10299.279999999999
106,21,0,0,40,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,1,1,01,13,1,2,2,1,12359.135999999999
60,95,0,0,0,1,b,00700,2,b,b,b,1,b,b,2,2,1,4,22,1,1,b,6,1,01,2,2,1,1,1,0
13,63,0,0,0,1,b,00304,2,b,b,b,1,b,b,2,5,b,4,19,1,1,b,6,1,01,2,2,1,1,1,14933.956
47,49,0,0,10,1,b,01100,2,b,b,b,1,4,b,2,3,1,4,16,1,2,b,6,1,01,18,2,1,2,1,257.48199999999997
8,57,0,0,0,1,b,01500,2,b,b,b,1,b,b,2,3,1,4,20,1,2,b,6,1,01,2,2,1,1,1,14624.9776
63,27,0,0,0,1,b,00300,2,b,b,b,1,b,b,2,5,b,4,15,1,1,b,6,1,01,2,2,1,2,1,0
24,89,0,4531.6831999999995,0,1,b,00105,2,b,b,b,1,b,b,2,2,1,4,12,2,1,b,6,1,01,2,2,1,1,1,8239.423999999999
5,77,0,2162.8487999999998,0,1,b,00102,2,b,b,b,1,b,b,2,2,1,4,21,2,1,b,6,1,01,2,1,1,1,1,2162.8487999999998
62,23,0,0,0,1,b,01500,2,b,b,b,1,1,b,2,5,b,4,20,2,2,b,6,1,01,15,2,1,1,1,0
40,56,7415.4816,0,0,1,b,00500,2,b,b,b,1,b,b,2,5,b,4,10,1,1,b,6,1,01,2,2,1,1,1,17199.797599999998
11,72,1853.8704,15345.9272,0,1,b,00303,2,b,b,b,1,b,b,2,5,b,4,17,1,1,b,6,1,01,2,2,1,1,1,17199.797599999998
68,75,0,16890.819199999998,0,1,b,00304,2,b,b,b,1,b,b,2,3,1,4,16,1,1,b,6,1,01,2,2,1,1,1,16890.819199999998
30,69,0,0,0,1,b,00302,2,b,b,b,1,b,b,2,1,1,4,16,2,1,b,6,1,01,2,2,1,2,1,0
57,32,0,0,40,1,b,01101,2,b,b,b,1,5,b,2,1,1,1,18,1,2,b,4,1,01,19,1,2,2,1,46346.759999999995
87,24,0,0,40,1,b,00900,2,b,b,b,1,1,1,1,5,b,4,14,1,1,b,6,1,04,7,1,2,9,1,2059.8559999999998
15,71,0,3913.7264,0,1,b,00906,2,b,b,b,1,b,b,2,5,b,4,01,1,1,b,6,1,01,2,2,1,1,1,3913.7264
21,18,0,0,10,1,b,01300,2,b,b,b,1,4,b,2,5,b,4,18,2,1,b,1,1,01,13,1,2,1,1,1029.9279999999999
135,21,0,0,10,1,b,00903,2,b,b,b,1,2,2,1,5,b,4,19,2,2,b,1,1,03,13,2,1,8,1,4119.7119999999995
72,19,0,0,0,1,b,00905,2,b,b,b,1,b,1,1,5,b,4,18,2,2,b,6,1,01,2,1,2,1,1,0
6,57,27602.0704,8342.416799999999,0,1,b,01300,2,b,b,b,1,b,b,2,5,b,4,16,1,1,b,6,1,01,2,2,1,1,1,37592.371999999996
50,19,0,0,3,1,b,00101,2,b,b,b,1,2,b,2,5,b,4,16,1,2,b,6,1,01,16,1,2,1,1,19063.96728
123,21,0,0,40,1,b,00905,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,6,1,01,16,1,2,1,1,7415.4816
39,62,0,0,0,1,b,00900,2,b,b,b,1,b,b,2,5,b,4,05,1,1,b,6,1,01,2,2,1,1,1,8857.380799999999
87,22,0,0,40,1,b,00302,2,b,b,b,1,2,1,1,5,b,4,19,1,2,b,6,1,05,17,1,2,8,1,3089.7839999999997
12,51,0,0,0,1,b,00304,2,b,b,b,1,b,b,2,5,b,4,01,2,1,b,6,1,01,2,2,1,1,1,8857.380799999999
65,21,0,0,16,1,b,00100,2,b,b,b,1,1,b,2,5,b,4,19,2,1,b,3,1,01,14,1,2,1,1,2059.8559999999998
79,30,0,0,0,1,b,00303,1,b,b,b,1,b,b,2,5,b,4,16,1,2,b,6,1,01,2,2,1,1,1,0
84,21,0,0,8,1,b,01500,2,b,b,b,5,3,1,1,5,b,4,16,1,2,b,2,2,02,13,2,2,9,3,3089.7839999999997
11,66,0,0,0,1,b,00902,2,b,b,b,1,b,b,2,1,1,4,06,1,1,b,6,1,01,2,2,1,1,1,8857.380799999999
30,19,0,0,18,1,b,00104,2,b,b,b,1,3,b,2,5,b,4,19,2,2,b,6,1,01,16,1,2,1,1,2883.7983999999997
24,18,0,0,15,1,b,00302,2,b,b,b,5,1,b,2,5,b,4,18,2,2,b,6,1,01,8,1,2,1,5,823.9423999999999
17,88,0,28837.984,0,1,b,00300,2,b,b,b,1,b,b,2,3,1,4,16,2,1,b,6,1,01,2,1,1,1,1,33369.667199999996
55,95,0,12256.143199999999,0,1,b,01500,2,b,b,b,1,b,1,1,5,b,4,21,2,1,b,6,1,01,2,2,1,1,1,12256.143199999999
28,23,0,0,36,1,b,00302,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,1,1,01,16,1,2,2,1,20598.559999999998
17,80,0,8857.380799999999,0,1,b,00904,2,b,b,b,1,b,b,2,5,b,4,16,1,1,b,6,1,01,2,2,1,1,1,8857.380799999999
76,20,0,0,40,1,b,01300,2,b,b,b,4,1,1,1,5,b,4,19,2,2,b,6,1,01,8,1,2,6,4,2059.8559999999998
13,44,0,18847.682399999998,0,1,b,00700,2,b,b,b,4,b,3,1,5,b,4,01,2,1,b,6,1,01,2,2,1,6,4,18847.682399999998
25,17,0,0,10,1,b,01300,2,b,b,b,5,4,1,1,5,b,4,18,2,2,b,1,1,01,13,2,1,6,4,1029.9279999999999
23,23,0,0,20,1,b,01101,1,b,b,b,1,1,b,2,5,b,4,16,2,2,b,6,1,01,16,2,1,1,1,2574.8199999999997
141,51,0,0,0,1,b,00306,2,b,b,b,1,b,b,2,5,b,4,01,2,1,b,6,1,01,2,2,1,1,1,8857.380799999999
52,37,0,0,0,1,b,01100,2,b,b,b,1,1,b,2,5,b,4,14,1,2,b,6,1,01,3,2,1,2,1,0
97,20,0,0,30,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,1,2,01,14,2,2,6,1,10299.279999999999
23,78,0,26160.171199999997,0,1,b,01101,2,b,b,b,2,b,3,1,5,b,4,12,1,1,b,6,1,03,2,2,1,8,2,26160.171199999997
51,70,0,0,0,1,b,00102,2,b,b,b,1,1,b,2,5,b,4,22,1,1,b,6,1,01,8,2,1,1,1,41.19712
73,70,0,8857.380799999999,0,1,b,00901,2,b,b,b,1,b,4,1,5,b,4,13,2,1,b,6,1,01,2,2,1,2,1,8857.380799999999
87,38,0,0,0,1,b,00100,2,b,b,b,1,1,b,2,5,b,4,16,1,2,b,6,1,01,8,2,1,1,1,0
2,24,0,0,40,1,b,00104,2,b,b,b,1,1,b,2,5,b,4,21,2,2,b,1,1,01,14,1,2,1,1,25748.199999999997
66,33,0,0,0,1,b,01101,1,b,b,b,1,b,b,2,5,b,4,18,2,2,b,6,1,01,2,2,1,2,1,6179.567999999999
86,19,0,0,10,1,b,00905,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,6,1,01,16,1,2,1,1,5149.639999999999
73,55,1235.9135999999999,0,0,1,b,01101,1,b,b,b,1,b,b,2,5,b,4,16,2,1,b,6,1,01,2,2,1,1,1,21010.531199999998
82,46,0,0,0,1,b,00300,2,b,b,b,1,b,b,2,5,b,4,16,1,2,b,6,1,01,2,2,1,2,1,0
62,85,0,14830.9632,0,1,b,00100,2,b,b,b,1,b,b,2,5,b,4,19,2,1,b,6,1,01,2,2,1,1,1,14830.9632
58,18,0,0,25,1,b,00101,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,6,1,01,16,1,2,1,1,6179.567999999999
61,18,0,0,40,1,b,00101,2,b,b,b,1,2,b,2,5,b,4,18,2,2,b,6,1,01,16,1,2,1,1,3913.7264
32,73,0,0,0,1,b,00302,2,b,b,b,1,b,b,2,5,b,4,13,1,1,b,6,1,01,2,2,1,2,1,0
8,64,0,0,0,1,b,00105,2,b,b,b,2,b,1,1,5,b,4,22,2,1,b,6,1,03,2,2,1,8,2,0
11,95,0,4531.6831999999995,0,1,b,00104,2,b,b,b,1,b,1,1,2,1,4,18,2,1,b,6,1,01,2,2,1,1,1,4531.6831999999995
33,17,0,0,12,1,b,00700,2,b,b,b,1,4,b,2,5,b,4,16,2,2,b,6,1,01,13,1,2,1,1,1029.9279999999999
9,19,0,0,9,1,b,01300,2,b,b,b,5,1,b,2,5,b,4,18,1,1,b,1,1,01,16,1,2,6,4,4943.654399999999
59,61,0,0,0,1,b,00300,2,b,b,b,1,b,b,2,5,b,4,08,1,2,b,6,1,01,2,2,1,2,1,0
