PWeight,Age,PA_Inc,SS_Inc,Hours_Worked,Fam_Size,Children,PUMA,FoodSnap,Tenure,Grandparents,MLTG_HH,Citizenship?,COW,Speaks_English,Other_Lang_Home,Marital_Status,#_of_marriages,Military,Education,Sex,Disability,Parent_Employment,Employment,Health_Cov,Hispanic,IND,Private_HI,Public_HI,Race,Place_of_Birth,Income
24,35,0,0,0,1,b,00100,1,b,b,b,1,b,b,2,1,2,4,03,2,1,b,6,1,01,2,2,1,1,1,0
9,44,0,0,40,1,b,00306,1,b,b,b,1,1,b,2,5,b,4,19,1,1,b,1,1,01,6,2,1,2,1,18788.697
54,20,0,0,35,1,b,00700,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,2,1,03,16,1,2,1,1,10101.45
17,91,0,0,0,1,b,00306,2,b,b,b,4,b,b,2,2,1,4,16,2,1,b,6,1,01,2,2,1,1,5,5555.797500000001
16,28,0,0,30,1,b,00904,2,b,b,b,1,6,b,2,5,b,4,24,1,2,b,6,1,01,9,1,2,1,1,10101.45
26,73,0,23637.393,0,1,b,01500,2,b,b,b,1,b,b,2,1,2,2,20,1,1,b,6,1,01,2,1,1,1,1,35153.046
25,54,0,0,15,1,b,00100,2,b,b,b,1,1,b,2,3,1,4,20,2,2,b,6,2,01,17,2,2,2,1,1616.2320000000002
44,16,0,6161.8845,0,1,b,01101,1,b,b,b,1,b,b,2,5,b,b,13,2,2,b,6,1,01,2,2,1,1,1,6161.8845
34,58,0,0,0,1,b,00306,2,b,b,b,1,b,b,2,5,b,4,01,1,1,b,6,1,01,2,2,1,1,1,3030.4350000000004
51,18,0,0,36,1,b,00101,2,b,b,b,1,1,b,2,5,b,4,16,1,2,b,6,1,01,16,1,2,1,1,4242.609
69,18,0,0,24,1,b,00101,2,b,b,b,1,1,b,2,5,b,4,16,2,2,b,6,1,01,16,1,2,1,1,2020.2900000000002
12,39,4848.696,16263.3345,0,1,b,00500,2,b,b,b,1,2,b,2,5,b,4,17,2,1,b,6,1,24,17,2,1,2,1,21112.0305
51,43,0,0,0,1,b,00302,2,b,b,b,1,b,b,2,5,b,4,01,2,1,b,6,1,01,2,2,1,1,1,10101.45
97,19,0,0,0,1,b,01300,2,b,b,b,5,7,2,1,5,b,4,18,2,2,b,6,1,01,16,1,2,6,4,40.4058
93,21,0,0,80,1,b,01101,2,b,b,b,1,1,b,2,5,b,2,16,1,2,b,1,1,24,6,1,2,1,1,21819.132
66,28,0,0,15,1,b,00304,2,b,b,b,1,1,b,2,5,b,4,16,1,1,b,3,1,24,12,2,1,9,1,21920.146500000003
82,72,0,22223.190000000002,0,1,b,00104,2,b,b,b,1,b,b,2,1,1,2,18,1,1,b,6,1,01,2,1,1,1,1,22223.190000000002
40,56,0,13232.899500000001,0,1,b,00500,2,b,b,b,1,b,b,2,5,b,4,08,1,1,b,6,1,01,2,2,1,1,1,16263.3345
9,32,0,0,8,1,b,00901,2,b,b,b,1,2,b,2,5,b,4,16,1,2,b,6,1,01,6,2,1,2,1,303.0435
12,19,0,0,0,1,b,00903,2,b,b,b,1,1,b,2,5,b,4,16,2,2,b,6,1,01,8,1,2,1,1,0
79,20,0,0,10,1,b,00903,2,b,b,b,1,2,b,2,5,b,4,16,1,2,b,1,1,01,13,1,2,1,1,8081.160000000001
69,95,0,16263.3345,0,1,b,00500,2,b,b,b,1,b,1,1,2,1,4,13,2,1,b,6,1,01,2,2,1,1,1,16263.3345
66,95,0,13636.9575,0,1,b,00904,2,b,b,b,1,b,1,1,2,2,2,16,1,1,b,6,1,01,2,2,1,1,1,31213.4805
249,20,0,0,0,1,b,00700,2,b,b,b,1,b,b,2,5,b,4,19,1,2,b,6,1,01,2,1,2,1,1,0
28,66,0,0,0,1,b,00104,2,b,b,b,4,b,3,1,1,1,4,11,2,1,b,6,1,11,2,2,1,8,3,4545.6525
4,57,121.21740000000001,8485.218,0,1,b,00903,2,b,b,b,1,b,b,2,5,b,4,16,2,1,b,6,1,01,2,2,1,1,1,24263.682900000003
75,32,2626.3770000000004,0,0,1,b,00101,1,b,b,b,1,1,b,2,1,1,4,12,2,1,b,6,1,01,8,2,1,9,1,2626.3770000000004
98,24,0,0,30,1,b,01101,2,b,b,b,1,2,b,2,5,b,4,19,1,2,b,2,1,01,13,1,2,1,1,10000.435500000001
53,18,0,0,34,1,b,01500,2,b,b,b,1,3,b,2,5,b,4,18,1,2,b,6,1,01,16,1,2,1,1,1111.1595
27,24,0,0,40,1,b,00102,2,b,b,b,1,1,b,2,5,b,4,18,1,1,b,2,1,01,17,1,2,1,1,3131.4495
61,18,0,0,0,1,b,00904,2,b,b,b,1,b,b,2,5,b,4,16,2,2,b,6,1,04,2,1,1,1,1,0
30,45,111.11595000000001,0,0,1,b,00300,1,b,b,b,1,b,b,2,5,b,2,16,1,2,b,6,1,01,2,2,1,2,1,12939.957450000002
93,69,0,9192.319500000001,0,1,b,01500,2,b,b,b,1,b,b,2,5,b,2,18,1,1,b,6,1,01,2,2,1,1,1,9192.319500000001
80,19,0,0,40,1,b,00905,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,6,1,01,16,1,2,1,1,3030.4350000000004
96,19,0,0,0,1,b,01300,2,b,b,b,1,b,b,2,5,b,4,18,1,1,b,6,1,01,2,1,2,1,1,0
116,18,0,0,0,1,b,00302,2,b,b,b,1,b,b,2,5,b,4,18,2,2,b,6,1,01,2,1,2,1,1,0
72,19,0,0,15,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,19,1,2,b,1,1,01,13,1,2,1,1,3030.4350000000004
70,19,0,0,6,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,1,1,01,13,1,2,1,1,1717.2465000000002
3,49,0,0,0,1,b,00303,1,b,b,b,1,b,1,1,5,b,4,16,1,2,b,6,1,03,2,2,1,8,1,0
30,19,0,0,24,1,b,00903,2,b,b,b,1,2,b,2,5,b,4,18,2,2,b,1,1,01,16,1,2,1,1,3030.4350000000004
7,55,2424.348,0,37,1,b,00901,1,b,b,b,1,1,b,2,3,1,4,17,1,2,b,6,1,01,8,2,1,1,1,2858.7103500000003
60,67,606.087,12020.7255,0,1,b,00906,2,b,b,b,1,b,b,2,5,b,4,01,1,1,b,6,1,01,2,2,1,1,1,14243.044500000002
67,18,0,0,25,1,b,01101,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,1,1,01,13,1,2,1,1,2020.2900000000002
94,20,0,0,0,1,b,01500,1,b,b,b,5,9,1,1,5,b,4,18,1,2,b,3,1,01,20,2,1,6,4,0
88,85,0,6161.8845,0,1,b,00302,2,b,b,b,4,b,3,1,1,1,4,16,2,1,b,6,1,01,2,2,1,1,5,6161.8845
43,18,0,0,15,1,b,00903,2,b,b,b,1,1,b,2,5,b,4,16,2,2,b,6,1,01,16,1,2,1,1,4545.6525
13,19,0,0,18,1,b,00900,2,b,b,b,1,8,b,2,5,b,4,16,1,2,b,6,1,01,6,2,1,1,1,2929.4205
134,18,0,0,12,1,b,01300,2,b,b,b,5,1,2,1,5,b,4,19,2,2,b,6,1,01,16,1,2,6,4,3030.4350000000004
72,62,0,0,0,1,b,01101,1,b,b,b,1,b,b,2,5,b,2,19,1,1,b,6,1,01,2,2,1,1,1,13636.9575
66,90,0,23334.3495,0,1,b,00301,2,b,b,b,1,b,1,1,2,1,2,16,1,1,b,6,1,01,2,2,1,1,1,32021.596500000003
28,18,0,0,15,1,b,00302,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,1,1,01,13,1,2,1,1,3030.4350000000004
26,19,0,0,12,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,6,1,01,16,1,2,1,1,3030.4350000000004
75,57,0,0,0,1,b,00900,2,b,b,b,1,1,b,2,5,b,4,10,1,1,b,6,2,01,6,2,2,3,1,0
13,36,0,0,0,1,b,00304,1,b,b,b,1,b,b,2,5,b,4,16,1,2,b,6,1,01,2,2,1,1,1,0
100,21,0,0,70,1,b,00302,2,b,b,b,1,5,b,2,5,b,1,16,1,2,b,4,1,01,19,1,2,1,1,32375.14725
48,21,0,0,0,1,b,00300,2,b,b,b,1,b,b,2,5,b,4,14,1,2,b,6,1,01,2,2,1,2,1,0
17,83,0,0,0,1,b,00902,2,b,b,b,1,b,b,2,3,1,4,21,2,1,b,6,1,01,2,2,1,1,1,0
28,58,363.65220000000005,0,0,1,b,01101,2,b,b,b,1,b,b,2,3,2,4,12,2,1,b,6,1,01,2,2,1,1,1,4707.2757
73,18,0,0,15,1,b,00302,2,b,b,b,1,1,b,2,5,b,4,18,1,2,b,3,1,01,8,2,1,1,1,2020.2900000000002
12,53,0,1313.1885000000002,0,1,b,00104,2,b,b,b,1,9,b,2,5,b,4,20,2,1,b,3,1,01,20,2,1,9,1,1313.1885000000002
47,19,0,0,30,1,b,00905,2,b,b,b,4,1,1,1,5,b,4,18,2,2,b,1,1,24,8,2,1,1,3,6060.870000000001
108,23,0,0,40,1,b,01101,2,b,b,b,1,5,b,2,1,1,1,19,1,2,b,4,1,01,19,1,2,2,1,10101.45
85,89,0,18182.61,0,1,b,00904,2,b,b,b,1,b,b,2,1,1,4,18,1,1,b,6,1,01,2,1,1,1,1,19192.755
67,20,0,0,84,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,6,1,01,16,1,2,1,1,2424.348
51,47,0,0,0,1,b,00700,2,b,b,b,1,b,b,2,5,b,4,16,2,1,b,6,1,01,2,2,1,1,1,9091.305
9,32,0,0,50,1,b,00104,2,b,b,b,1,2,b,2,5,b,4,22,1,2,b,1,2,01,17,2,2,1,1,34344.93
13,16,0,6161.8845,0,1,b,01100,1,b,b,b,1,b,b,2,5,b,b,13,2,2,b,6,1,01,2,2,1,1,1,6161.8845
19,21,0,0,15,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,1,1,b,3,1,01,8,1,2,1,1,6565.9425
45,23,0,0,40,1,b,01101,2,b,b,b,1,5,b,2,1,1,1,19,1,2,b,4,1,01,19,1,2,2,1,10101.45
90,19,0,0,35,1,b,00905,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,6,1,01,8,1,2,1,1,6464.928000000001
18,77,0,26667.828,0,1,b,00900,2,b,b,b,1,b,b,2,5,b,4,18,2,1,b,6,1,01,2,2,1,1,1,26667.828
18,18,0,0,0,1,b,01300,1,b,b,b,1,b,b,2,5,b,4,19,2,2,b,6,1,01,2,1,2,1,1,0
87,95,0,8687.247000000001,0,1,b,00104,2,b,b,b,1,b,b,2,2,1,4,16,2,1,b,6,1,01,2,2,1,1,1,8687.247000000001
14,38,0,0,0,1,b,00304,1,b,b,b,1,1,b,2,5,b,4,18,2,2,b,6,1,01,16,2,1,2,1,0
90,18,0,0,14,1,b,01500,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,6,1,01,12,1,2,1,1,7879.131
15,63,0,9091.305,0,1,b,00500,2,b,b,b,1,b,b,2,5,b,4,19,1,2,b,6,1,01,2,2,1,1,1,9091.305
25,76,0,0,0,1,b,00906,2,b,b,b,1,b,b,2,5,b,4,22,2,1,b,6,1,01,2,2,1,1,1,4343.623500000001
21,91,0,17273.4795,0,1,b,01300,2,b,b,b,1,b,b,2,2,1,4,11,2,1,b,6,1,01,2,2,1,1,1,17273.4795
74,20,0,0,15,1,b,01300,2,b,b,b,1,2,b,2,5,b,4,19,1,2,b,2,1,01,13,1,2,1,1,4747.681500000001
9,64,0,0,0,1,b,00904,2,b,b,b,1,b,b,2,5,b,4,19,1,1,b,6,1,01,2,2,1,1,1,10101.45
20,44,0,0,30,1,b,00100,2,b,b,b,1,2,1,1,1,3,4,23,2,1,b,6,1,01,12,2,1,1,1,202.02900000000002
7,54,0,5555.797500000001,0,1,b,00300,2,b,b,b,1,b,b,2,5,b,4,16,2,1,b,6,1,24,2,2,1,1,1,15354.204000000002
43,56,0,13131.885,0,1,b,00900,2,b,b,b,1,b,b,2,5,b,4,01,2,1,b,6,1,01,2,2,1,1,1,13131.885
40,18,0,0,12,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,6,1,01,16,1,2,1,1,3030.4350000000004
12,39,0,0,18,1,b,00303,1,b,b,b,1,3,b,2,1,1,4,18,2,2,b,1,1,01,13,1,2,2,1,3717.3336000000004
74,95,0,10101.45,0,1,b,00901,2,b,b,b,1,b,b,2,5,b,4,16,2,1,b,6,1,01,2,2,1,2,1,10101.45
18,71,767.7102000000001,2828.4060000000004,0,1,b,00902,2,b,b,b,1,b,b,2,5,b,4,16,1,1,b,6,1,01,2,2,1,1,1,9656.986200000001
6,49,0,0,21,1,b,01101,2,b,b,b,1,2,b,2,5,b,4,17,1,1,b,1,1,01,15,2,1,1,1,28688.118000000002
21,95,0,15758.262,0,1,b,00101,2,b,b,b,1,b,b,2,2,1,4,11,2,1,b,6,1,01,2,2,1,2,1,15758.262
37,62,3737.5365,21213.045000000002,0,1,b,00900,2,b,b,b,1,b,b,2,5,b,4,16,2,1,b,6,1,01,2,2,1,1,1,40607.829000000005
66,22,0,0,40,1,b,01101,2,b,b,b,1,4,b,2,5,b,4,18,2,2,b,6,1,01,16,2,1,1,1,8788.2615
17,32,0,0,0,1,b,01101,2,b,b,b,1,b,b,2,5,b,4,18,2,2,b,6,1,01,2,2,1,9,1,545.4783
26,88,0,23637.393,0,1,b,01500,2,b,b,b,1,b,b,2,3,1,2,16,1,1,b,6,1,01,2,2,1,1,1,53941.743
112,19,0,0,40,1,b,01101,2,b,b,b,1,1,b,2,5,b,4,19,1,2,b,1,1,02,8,2,1,2,1,96973.92000000001
71,18,0,0,12,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,6,1,01,16,1,2,1,1,3030.4350000000004
28,85,0,6161.8845,0,1,b,00301,2,b,b,b,4,b,3,1,1,1,4,16,2,1,b,6,1,01,2,2,1,1,5,6161.8845
86,29,0,0,0,1,b,00302,2,b,b,b,1,b,b,2,5,b,4,15,1,2,b,6,1,24,2,2,1,8,1,0
15,86,0,22425.219,0,1,b,00500,2,b,b,b,1,b,b,2,2,2,4,16,2,1,b,6,1,01,2,2,1,1,1,30910.437
63,17,0,0,19,1,b,00305,2,b,b,b,3,1,1,1,5,b,4,16,2,2,b,6,1,01,16,1,2,1,4,6970.0005
73,19,0,0,16,1,b,00101,2,b,b,b,1,1,b,2,5,b,4,16,2,2,b,3,1,01,16,1,2,1,1,606.087
15,71,0,17980.581000000002,0,1,b,00305,2,b,b,b,1,b,b,2,2,1,4,16,2,1,b,6,1,01,2,2,1,1,1,21718.1175
78,19,0,0,10,1,b,01500,2,b,b,b,1,1,b,2,5,b,4,19,2,1,b,3,1,01,17,2,1,1,1,949.5363000000001
94,75,0,1515.2175000000002,0,1,b,00901,2,b,b,b,1,b,1,1,3,1,4,16,1,1,b,6,1,01,2,2,1,2,1,1878.8697000000002
81,59,0,0,10,1,b,00300,2,b,b,b,1,4,b,2,5,b,4,10,1,2,b,6,1,01,18,2,1,1,1,121.21740000000001
24,18,0,0,12,1,b,01300,1,b,b,b,1,1,1,1,5,b,4,19,2,2,b,6,1,01,16,1,2,1,1,3030.4350000000004
85,26,0,0,0,1,b,00300,2,b,b,b,1,4,1,1,5,b,4,14,1,2,b,6,1,03,17,2,1,8,1,0
7,40,0,0,0,1,b,00300,2,b,b,b,1,b,b,2,5,b,4,16,2,1,b,6,1,01,2,2,1,1,1,13131.885
28,49,0,0,0,1,b,00301,1,b,b,b,1,b,1,1,5,b,4,16,1,2,b,6,1,03,2,2,1,8,1,0
156,19,0,0,7,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,1,1,01,16,1,2,1,1,3030.4350000000004
39,18,0,0,0,1,b,00302,2,b,b,b,1,b,b,2,5,b,4,18,1,2,b,6,1,01,2,1,2,2,1,0
59,24,0,0,40,1,b,01101,2,b,b,b,1,4,1,1,5,b,4,14,2,2,b,6,1,03,18,2,1,1,1,5555.797500000001
11,21,0,0,30,1,b,00901,2,b,b,b,1,1,b,2,5,b,4,16,2,2,b,1,1,01,13,1,2,1,1,14950.146
32,19,0,0,10,1,b,00104,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,1,1,24,8,1,2,1,1,5050.725
72,21,0,0,6,1,b,00700,2,b,b,b,1,2,b,2,5,b,4,19,1,2,b,1,1,01,13,1,2,1,1,2828.4060000000004
33,19,0,0,38,1,b,00905,2,b,b,b,1,7,b,2,5,b,4,19,1,2,b,1,1,01,8,1,2,1,1,5050.725
53,17,0,0,15,1,b,00101,2,b,b,b,1,1,1,1,5,b,4,16,2,2,b,6,1,03,16,1,2,8,1,4040.5800000000004
62,69,0,4949.7105,0,1,b,00301,2,b,b,b,1,b,1,1,5,b,2,23,1,1,b,6,1,03,2,2,1,8,1,4949.7105
105,20,0,0,6,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,3,1,01,16,1,2,1,1,3030.4350000000004
91,20,0,0,12,1,b,01500,2,b,b,b,5,1,1,1,5,b,4,19,2,2,b,2,2,02,8,2,2,9,3,1717.2465000000002
90,19,0,0,0,1,b,00100,2,b,b,b,1,b,b,2,5,b,4,16,2,2,b,6,1,01,2,1,2,1,1,0
89,79,0,24445.509000000002,0,1,b,01300,2,b,b,b,1,b,b,2,5,b,4,16,1,1,b,6,1,01,2,1,1,1,1,24445.509000000002
111,18,0,0,40,1,b,01101,2,b,b,b,1,5,b,2,5,b,1,16,1,2,b,4,1,01,19,1,2,1,1,23233.335000000003
56,18,0,0,7,1,b,01300,2,b,b,b,1,1,1,1,5,b,4,19,2,2,b,1,1,01,16,1,2,6,1,3030.4350000000004
20,19,0,0,0,1,b,00104,2,b,b,b,1,b,1,1,5,b,4,13,1,2,b,6,1,03,2,2,1,8,1,0
59,19,0,0,7,1,b,01300,2,b,b,b,5,1,1,1,5,b,4,19,2,2,b,1,1,01,16,1,2,6,4,3030.4350000000004
27,71,0,14546.088000000002,0,1,b,00903,2,b,b,b,2,b,2,1,1,1,4,15,1,1,b,6,1,03,2,2,1,1,2,14546.088000000002
90,18,0,0,0,1,b,00905,2,b,b,b,1,b,b,2,5,b,4,18,1,2,b,6,1,01,2,1,2,1,1,0
7,75,0,1515.2175000000002,0,1,b,00905,2,b,b,b,1,b,1,1,3,1,4,16,1,1,b,6,1,01,2,2,1,2,1,1878.8697000000002
11,60,0,10606.522500000001,0,1,b,00100,2,b,b,b,1,b,1,1,5,b,4,17,2,1,b,6,1,01,2,2,1,1,1,10606.522500000001
81,21,0,0,0,1,b,00700,2,b,b,b,1,1,b,2,5,b,4,19,1,2,b,6,1,01,13,1,2,9,1,0
6,63,0,6060.870000000001,45,1,b,00902,1,b,b,b,1,1,b,2,5,b,2,16,1,2,b,1,1,01,8,2,1,1,1,6565.9425
20,16,0,6161.8845,0,1,b,01101,1,b,b,b,1,b,b,2,5,b,b,13,2,2,b,6,1,01,2,2,1,1,1,6161.8845
45,20,0,0,20,1,b,00905,2,b,b,b,1,1,b,2,5,b,4,20,2,2,b,1,1,01,16,1,2,1,1,3030.4350000000004
34,21,0,0,6,1,b,01101,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,3,1,01,16,1,2,1,1,3030.4350000000004
92,50,0,0,40,1,b,01300,2,b,b,b,1,4,b,2,1,3,4,16,1,2,b,6,1,01,13,2,1,2,1,42426.090000000004
24,31,0,0,20,1,b,00100,1,b,b,b,1,5,b,2,5,b,4,18,2,2,b,6,1,01,18,2,1,2,1,5050.725
84,95,0,25960.7265,0,1,b,01300,2,b,b,b,1,b,b,2,2,1,4,16,2,1,b,6,1,01,2,1,1,1,1,25960.7265
36,24,0,0,40,1,b,00101,2,b,b,b,1,1,b,2,5,b,4,18,1,1,b,2,1,01,17,1,2,1,1,3131.4495
73,81,0,23637.393,0,1,b,00903,2,b,b,b,1,b,b,2,3,1,4,16,2,2,b,6,1,01,2,1,1,1,1,34142.901000000005
101,33,0,0,40,1,b,01300,2,b,b,b,2,4,2,1,5,b,4,13,1,2,b,6,1,03,18,2,1,1,2,30304.350000000002
6,52,0,0,25,1,b,00902,1,b,b,b,1,6,b,2,5,b,4,19,2,1,b,3,1,01,18,2,1,1,1,10606.522500000001
40,32,0,0,50,1,b,00305,2,b,b,b,1,2,b,2,5,b,4,22,1,2,b,1,2,01,17,2,2,1,1,34344.93
23,80,0,15859.276500000002,0,1,b,00301,2,b,b,b,1,b,b,2,2,1,4,21,2,1,b,6,1,01,2,2,1,1,1,15859.276500000002
79,46,0,0,0,1,b,01300,2,b,b,b,1,b,2,1,5,b,4,08,1,2,b,6,1,24,2,2,1,1,1,0
14,35,0,0,0,1,b,00903,2,b,b,b,1,b,b,2,5,b,4,01,2,1,b,6,1,01,2,2,1,2,1,12121.740000000002
13,44,0,0,0,1,b,00102,1,b,b,b,1,1,b,2,3,1,4,19,1,1,b,6,1,01,16,2,1,1,1,0
8,35,0,0,40,1,b,00901,2,b,b,b,2,1,1,1,5,b,4,16,1,2,b,6,1,03,12,2,1,8,2,2121.3045
70,18,0,0,40,1,b,00302,2,b,b,b,1,1,b,2,5,b,4,16,1,2,b,1,1,01,16,1,2,1,1,20000.871000000003
59,95,0,14243.044500000002,0,1,b,00103,2,b,b,b,1,b,b,2,5,b,2,16,1,1,b,6,1,01,2,2,1,1,1,14243.044500000002
98,21,0,0,30,1,b,01300,2,b,b,b,5,2,b,2,5,b,4,18,1,2,b,2,1,01,13,1,2,6,4,10000.435500000001
129,20,0,0,6,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,3,1,01,16,1,2,1,1,3030.4350000000004
19,95,0,19091.7405,0,1,b,00306,2,b,b,b,1,b,b,2,2,1,4,16,2,1,b,6,1,01,2,2,1,1,1,19091.7405
99,19,0,0,10,1,b,00104,2,b,b,b,1,1,b,2,5,b,4,19,2,2,b,1,1,24,8,1,2,1,1,5050.725
53,18,0,0,14,1,b,01500,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,6,1,01,12,1,2,1,1,7879.131
9,20,0,0,0,1,b,00900,2,b,b,b,1,b,b,2,1,1,4,14,1,1,b,6,1,03,2,2,1,8,1,0
45,19,0,0,6,1,b,01300,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,1,1,01,13,1,2,1,1,1717.2465000000002
102,91,0,10606.522500000001,0,1,b,00902,2,b,b,b,1,b,b,2,2,1,4,16,2,1,b,6,1,01,2,2,1,2,1,10606.522500000001
95,18,0,0,0,1,b,00903,2,b,b,b,1,b,b,2,5,b,4,16,1,2,b,6,1,17,2,1,2,1,1,0
103,18,0,0,15,1,b,00104,2,b,b,b,1,1,b,2,5,b,4,16,1,2,b,1,1,01,16,1,2,1,1,2020.2900000000002
98,22,0,0,40,1,b,01101,2,b,b,b,1,5,b,2,5,b,1,17,1,2,b,4,1,01,19,1,2,1,1,17172.465
26,20,0,0,16,1,b,00104,2,b,b,b,5,1,1,1,5,b,4,19,1,2,b,6,1,01,16,1,2,6,4,4040.5800000000004
21,28,0,0,25,1,b,00900,1,b,b,b,1,1,b,2,5,b,4,16,1,1,b,6,1,01,7,2,1,1,1,13636.9575
87,21,0,0,0,1,b,00904,2,b,b,b,1,3,b,2,5,b,4,19,2,2,b,6,1,01,16,1,2,1,1,0
32,51,2323.3335,8788.2615,20,1,b,00300,1,b,b,b,4,1,b,2,1,2,4,18,2,2,b,3,1,01,8,2,1,1,5,20910.001500000002
101,18,0,0,25,1,b,00101,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,6,1,01,16,1,2,1,1,10606.522500000001
31,32,0,0,50,1,b,00303,2,b,b,b,1,2,b,2,5,b,4,22,1,2,b,1,2,01,17,2,2,1,1,34344.93
91,76,0,15657.247500000001,0,1,b,00304,2,b,b,b,1,b,b,2,5,b,4,19,2,1,b,6,1,01,2,2,1,1,1,15657.247500000001
71,81,0,0,0,1,b,00901,2,b,b,b,1,b,b,2,1,2,2,16,1,1,b,6,1,01,2,2,1,1,1,0
80,18,0,0,35,1,b,00903,2,b,b,b,1,1,b,2,5,b,4,18,2,2,b,6,1,01,16,1,2,9,1,808.1160000000001
49,20,0,0,5,1,b,00905,2,b,b,b,5,2,b,2,5,b,4,16,2,2,b,1,1,01,13,1,2,6,4,484.86960000000005
39,41,0,0,0,1,b,00104,2,b,b,b,1,b,b,2,5,b,4,14,1,2,b,6,2,01,2,2,2,2,1,8889.276
16,56,0,0,20,1,b,00905,2,b,b,b,1,2,b,2,5,b,4,16,2,2,b,1,1,01,14,2,1,1,1,8788.2615
155,30,0,0,0,1,b,00100,2,b,b,b,3,1,b,2,5,b,4,21,1,2,b,6,1,03,6,1,2,1,5,0
66,21,0,0,60,1,b,01101,2,b,b,b,1,5,b,2,5,b,1,18,1,2,b,4,1,01,19,1,2,1,1,15152.175000000001
18,82,0,0,0,1,b,00700,2,b,b,b,1,b,b,2,3,1,4,21,2,1,b,6,1,01,2,1,1,1,1,0
6,47,0,0,0,1,b,00104,2,b,b,b,1,b,b,2,5,b,4,16,2,1,b,6,1,01,2,2,1,1,1,9091.305
30,80,0,19798.842,0,1,b,00300,2,b,b,b,1,b,b,2,3,1,4,16,2,1,b,6,1,01,2,2,1,1,1,19798.842
17,95,0,16263.3345,0,1,b,00500,2,b,b,b,1,b,1,1,2,1,4,13,2,1,b,6,1,01,2,2,1,1,1,16263.3345
8,80,0,16162.320000000002,0,1,b,00101,2,b,b,b,1,b,b,2,3,1,3,21,1,1,b,6,1,01,2,1,1,1,1,16990.6389
15,28,0,0,0,1,b,00303,2,b,b,b,1,b,b,2,5,b,4,16,1,1,b,6,1,01,2,2,1,1,1,14445.0735
