PWeight,Age,PA_Inc,SS_Inc,Hours_Worked,Fam_Size,Children,PUMA,FoodSnap,Tenure,Grandparents,MLTG_HH,Citizenship?,COW,Speaks_English,Other_Lang_Home,Marital_Status,#_of_marriages,Military,Education,Sex,Disability,Parent_Employment,Employment,Health_Cov,Hispanic,IND,Private_HI,Public_HI,Race,Place_of_Birth,Income
156,59,0,0,40,1,0,00302,1,1,0,1,2,1,2,1,3,2,4,20,2,1,b,3,1,03,14,1,1,8,2,25428.734699999997
251,49,0,0,50,2,0,00700,2,1,0,1,1,3,b,2,1,1,4,22,2,2,b,1,1,01,13,1,2,1,1,90165.63299999999
215,50,0,0,40,2,0,00700,2,1,0,1,1,1,b,2,1,1,4,21,1,2,b,1,1,01,11,1,2,1,1,158043.13199999998
38,52,0,0,8,3,1,00500,2,1,0,1,4,2,b,2,1,1,4,21,2,2,b,1,1,01,13,1,2,1,5,3039.2909999999997
30,55,0,0,40,3,1,00500,2,1,0,1,1,1,b,2,1,1,2,21,1,2,b,1,1,01,16,1,2,1,1,293798.12999999995
35,16,0,0,0,3,1,00500,2,1,0,1,1,b,b,2,5,b,b,12,2,1,1,6,1,01,2,1,2,1,1,0
63,62,0,0,55,2,0,00302,2,1,0,1,1,2,b,2,1,1,4,23,2,2,b,1,1,01,14,1,2,1,1,727910.1945
59,60,0,0,40,2,0,00302,2,1,0,1,1,4,b,2,1,1,4,23,1,2,b,1,1,01,13,1,2,1,1,108603.9984
73,80,0,1823.5746,0,1,0,00904,2,2,0,1,1,6,b,2,2,1,3,16,1,2,b,6,1,01,17,2,1,1,1,35154.465899999996
155,74,0,23301.231,0,2,0,00900,2,2,0,1,1,b,b,2,1,1,3,18,1,2,b,6,1,01,2,2,1,1,1,66864.40199999999
139,72,0,14183.357999999998,0,2,0,00900,2,2,0,1,1,1,b,2,1,1,4,16,2,2,b,6,1,01,14,2,1,1,1,14183.357999999998
73,56,0,0,50,2,0,00103,2,2,0,1,4,7,1,1,1,1,4,22,1,2,b,1,1,01,12,1,2,6,4,744930.2241
72,55,0,0,40,2,0,00103,2,2,0,1,4,4,1,1,1,1,4,22,2,2,b,1,1,01,9,1,2,6,4,106679.11409999999
59,47,0,0,50,2,1,00100,2,2,0,1,1,7,b,2,1,1,4,17,1,2,b,1,1,01,6,2,1,1,1,298863.615
52,68,0,17729.1975,45,5,1,00105,2,1,1,2,1,1,b,2,1,2,4,22,1,2,b,1,1,01,11,1,1,1,1,134235.35249999998
52,60,0,0,40,5,1,00105,2,1,1,2,1,1,b,2,1,1,4,19,2,2,b,1,1,01,10,1,2,1,1,48628.655999999995
77,28,0,0,25,5,1,00105,2,1,1,2,1,1,b,2,5,b,4,19,1,2,b,1,1,01,8,1,2,1,1,11144.067
60,25,0,0,30,5,1,00105,2,1,1,2,1,1,b,2,5,b,4,18,2,2,b,1,1,01,8,1,1,1,1,9117.873
82,66,0,27252.309299999997,41,1,0,00305,2,1,0,1,1,1,b,2,2,1,4,16,2,2,b,1,1,01,7,1,1,1,1,122280.80789999999
63,73,0,17020.029599999998,0,1,0,00305,2,1,0,1,1,b,b,2,3,1,4,11,1,2,b,6,1,01,2,2,1,1,1,18438.3654
62,83,0,18742.2945,0,1,0,00903,2,2,0,1,1,b,b,2,2,1,4,20,2,2,b,6,1,01,2,1,1,1,1,23807.779499999997
42,58,0,12258.473699999999,0,2,0,00104,1,3,0,1,2,b,2,1,5,b,4,17,2,1,b,6,1,03,2,2,1,1,2,12258.473699999999
52,23,0,0,34,2,0,00104,1,3,0,1,1,1,1,1,5,b,4,16,1,2,b,1,2,03,8,2,2,1,1,15905.622899999998
55,61,0,0,25,1,0,00306,2,1,0,1,1,1,b,2,3,2,4,18,2,2,b,1,1,01,3,1,2,1,1,22186.824299999997
155,43,2431.4327999999996,0,40,1,0,00902,1,1,0,1,2,2,3,1,3,1,4,13,2,2,b,1,1,03,15,1,2,1,2,50654.85
53,77,0,17425.268399999997,0,2,0,00906,2,2,0,1,1,b,b,2,3,1,4,17,2,2,b,6,1,01,2,1,1,1,1,38092.447199999995
62,55,0,0,0,2,0,00906,2,2,0,1,1,b,b,2,5,b,4,20,1,2,b,6,1,01,2,2,1,1,1,0
59,67,0,20667.178799999998,60,3,0,00101,2,2,0,1,1,6,b,2,1,1,4,21,1,2,b,1,1,01,11,1,1,1,1,71322.0288
59,66,0,0,40,3,0,00101,2,2,0,1,1,1,b,2,1,1,4,21,2,2,b,1,1,01,16,1,2,1,1,55720.33499999999
91,24,0,0,0,3,0,00101,2,2,0,1,1,8,b,2,3,1,4,21,1,2,b,6,1,01,12,1,2,1,1,0
145,70,0,20667.178799999998,0,2,0,00500,2,3,0,1,1,b,b,2,3,1,2,16,1,1,b,6,1,01,2,1,1,1,1,67269.6408
194,64,0,8510.014799999999,0,2,0,00500,2,3,0,1,1,1,b,2,5,b,4,16,1,1,b,6,1,01,7,2,1,1,1,8510.014799999999
165,64,0,0,99,3,0,00903,2,2,0,1,1,2,b,2,1,1,4,23,1,2,b,1,1,01,17,1,2,1,1,295824.32399999996
188,64,0,0,40,3,0,00903,2,2,0,1,1,2,b,2,1,1,4,22,2,2,b,1,1,01,14,1,2,1,1,75982.275
211,31,0,0,40,3,0,00903,2,2,0,1,1,6,b,2,5,b,4,22,1,2,b,1,1,01,11,1,2,1,1,30392.909999999996
197,27,0,0,40,1,0,00300,2,1,0,1,1,3,b,2,5,b,4,20,1,2,b,1,1,01,13,1,2,1,1,45589.365
111,68,0,24314.327999999998,0,1,0,00306,2,1,0,1,1,1,b,2,3,1,4,22,2,2,b,6,1,01,14,2,1,1,1,35458.395
168,28,0,0,40,1,0,00103,2,3,0,1,2,1,3,1,5,b,4,16,1,2,b,1,2,03,17,2,2,8,2,26340.521999999997
77,54,0,0,50,3,1,00103,2,1,0,1,1,1,b,2,1,1,4,22,1,2,b,1,1,01,11,1,2,1,1,141884.23484999998
96,45,0,0,55,3,1,00103,2,1,0,1,4,1,b,2,1,1,4,22,2,2,b,1,1,01,11,1,2,6,4,131702.61
58,83,0,7395.6080999999995,0,2,0,00300,2,2,0,1,1,b,b,2,1,1,4,16,2,1,b,6,1,01,2,1,1,1,1,7395.6080999999995
63,89,0,18539.675099999997,0,2,0,00300,2,2,0,1,1,b,b,2,1,1,2,15,1,1,b,6,1,01,2,1,1,1,1,35478.65693999999
32,57,0,0,20,4,1,01500,2,4,0,1,1,1,b,2,1,1,2,18,1,2,b,1,1,01,11,1,2,1,1,13170.260999999999
37,49,0,0,2,4,1,01500,2,4,0,1,1,6,b,2,1,1,4,21,2,2,b,6,1,01,12,1,2,1,1,7496.917799999999
32,42,0,0,40,4,1,01500,2,4,0,1,1,4,b,2,3,1,4,22,1,2,b,1,1,01,13,1,2,1,1,60785.81999999999
66,68,0,27353.619,0,1,0,00300,2,1,0,1,1,1,b,2,2,1,4,21,1,2,b,6,1,01,6,1,1,1,1,56733.43199999999
60,80,0,0,0,1,0,00306,2,3,0,1,1,b,b,2,2,2,4,13,2,2,b,6,1,01,2,1,1,1,1,0
48,37,7294.2984,0,26,7,3,00905,1,3,1,2,5,1,3,1,1,1,4,21,1,2,b,1,1,01,6,2,1,1,4,18438.3654
54,32,0,0,0,7,3,00905,1,3,1,2,5,b,3,1,1,2,4,16,2,1,b,6,1,01,2,2,1,1,4,9016.5633
62,64,1519.6454999999999,0,0,7,3,00905,1,3,1,2,5,b,4,1,3,1,4,01,2,1,b,6,1,01,2,2,1,1,4,7496.917799999999
101,19,2228.8134,0,0,7,3,00905,1,3,1,2,5,9,3,1,5,b,4,11,1,2,b,3,1,01,20,2,1,1,4,2228.8134
47,17,1114.4067,0,0,7,3,00905,1,3,1,2,5,b,2,1,5,b,4,14,2,2,b,6,1,01,2,2,1,1,4,1114.4067
43,25,0,0,24,5,3,00902,1,3,0,1,2,1,3,1,1,1,4,16,2,2,b,1,1,03,8,2,1,1,2,22288.134
60,32,0,0,0,5,3,00902,1,3,0,1,2,1,3,1,1,1,4,17,1,2,b,3,1,03,6,2,1,1,2,0
103,21,0,0,20,1,0,01300,2,3,0,1,1,1,b,2,5,b,4,19,2,2,b,1,1,01,14,1,2,1,1,15601.6938
161,21,0,0,35,1,0,01300,2,3,0,1,1,2,b,2,5,b,4,19,2,2,b,6,1,01,16,1,2,1,1,1013.0969999999999
161,21,0,0,0,1,0,01300,2,3,0,1,1,b,b,2,5,b,4,19,2,2,b,6,1,01,2,1,2,1,1,0
56,35,0,0,50,1,0,01500,2,1,0,1,1,1,b,2,5,b,4,19,1,2,b,1,1,01,6,2,1,1,1,14183.357999999998
79,33,0,0,40,1,0,01500,2,1,0,1,1,1,b,2,3,1,2,21,2,2,b,3,1,01,10,1,1,1,1,40523.88
91,89,0,20261.94,0,1,0,00700,2,3,0,1,1,7,b,2,3,1,2,23,1,1,b,6,1,01,12,1,1,1,1,20261.94
64,69,0,38193.7569,20,2,0,00500,2,2,0,1,1,2,b,2,1,2,4,22,2,2,b,1,1,01,15,1,1,1,1,121774.2594
60,76,0,0,20,2,0,00500,2,2,0,1,1,2,b,2,1,2,2,21,1,1,b,1,1,01,15,1,1,1,1,7091.678999999999
53,43,0,0,40,4,2,00902,2,1,0,1,4,1,2,1,3,1,4,16,2,2,b,1,1,05,6,1,2,1,3,50654.85
119,21,0,0,15,4,2,00902,2,1,0,1,1,1,1,1,5,b,4,19,2,2,b,1,1,05,16,1,2,1,1,6078.581999999999
194,59,0,0,0,2,0,00303,2,1,0,1,4,1,1,1,1,1,4,21,2,2,b,6,1,01,11,1,2,1,5,202.61939999999998
182,58,0,0,50,2,0,00303,2,1,0,1,4,7,2,1,1,1,4,20,1,2,b,1,1,01,7,1,2,1,5,15095.145299999998
60,86,192.48843,13271.570699999998,0,1,0,00304,1,4,0,1,4,6,b,2,2,1,4,17,2,1,b,6,1,01,17,1,1,1,5,15287.63373
54,29,0,0,12,1,0,00105,2,3,0,1,1,6,b,2,5,b,4,21,2,2,b,1,1,01,6,1,2,1,1,810.4775999999999
68,31,0,0,45,1,0,00105,2,3,0,1,1,1,b,2,5,b,4,19,1,2,b,1,1,01,6,1,2,1,1,45589.365
112,58,0,0,45,4,2,00101,2,1,0,1,4,1,1,1,1,1,4,24,1,2,b,1,1,01,11,1,2,1,5,221868.243
105,56,0,0,4,4,2,00101,2,1,0,1,5,3,1,1,1,2,4,22,2,2,b,1,1,01,13,1,2,1,5,6281.2014
63,68,0,16817.4102,0,2,0,00300,2,2,0,1,1,b,b,2,1,2,4,16,2,2,b,6,1,01,2,2,1,1,1,41334.357599999996
74,66,0,14385.977399999998,0,2,0,00300,2,2,0,1,1,1,b,2,1,2,4,20,1,2,b,6,1,01,6,2,1,1,1,14385.977399999998
64,38,0,0,55,4,2,00904,2,1,0,1,1,1,b,2,1,1,4,22,1,2,b,1,1,01,11,1,2,1,1,354583.94999999995
69,38,0,0,10,4,2,00904,2,1,0,1,1,3,b,2,1,1,4,23,2,2,b,6,1,01,13,1,2,1,1,2026.1939999999997
120,71,0,31406.006999999998,0,1,0,00101,2,3,0,1,1,1,b,2,3,2,4,21,2,2,b,6,1,01,14,1,1,1,1,35964.943499999994
40,36,0,0,40,4,2,00902,2,3,0,1,5,1,1,1,1,1,3,24,2,2,b,1,1,03,7,1,2,2,3,18235.746
38,40,0,0,40,4,2,00902,2,3,0,1,1,1,1,1,1,1,4,01,1,2,b,1,1,03,6,1,2,2,1,4964.1753
91,78,0,1823.5746,0,1,0,00300,2,2,0,1,1,b,b,2,2,1,4,16,2,1,b,6,1,01,2,1,1,1,1,11245.376699999999
74,31,0,0,45,4,3,00305,1,3,0,1,1,1,1,1,5,b,4,19,2,2,b,1,1,01,14,2,1,2,1,33432.200999999994
103,70,0,13879.428899999999,0,1,0,00302,2,1,0,1,4,b,b,2,3,1,4,16,1,2,b,6,1,01,2,1,1,2,3,15905.622899999998
140,55,0,0,32,1,0,00302,2,1,0,1,5,1,b,2,3,2,4,16,2,2,b,1,1,01,14,1,1,2,3,28366.715999999997
37,80,0,16006.932599999998,0,1,0,00300,2,2,0,1,1,b,b,2,5,b,4,16,2,2,b,6,1,01,2,1,1,1,1,16006.932599999998
71,40,0,0,40,2,0,00300,2,1,0,1,1,1,b,2,1,1,4,21,1,2,b,1,1,01,6,1,2,1,1,71929.88699999999
82,31,0,0,40,2,0,00300,2,1,0,1,1,2,b,2,1,1,4,21,2,2,b,1,1,01,13,1,2,1,1,39510.782999999996
58,60,0,0,50,1,0,00700,2,1,0,1,1,4,b,2,3,1,4,22,2,2,b,1,1,01,13,1,2,1,1,55112.4768
60,60,0,0,36,1,0,00700,2,1,0,1,1,3,b,2,3,2,4,21,1,2,b,1,1,01,13,1,2,1,1,75982.275
99,18,0,0,12,4,1,00300,2,3,0,1,1,1,1,1,5,b,4,19,2,2,b,1,1,01,8,2,1,1,1,6585.130499999999
124,20,0,0,24,4,1,00300,2,3,0,1,4,1,1,1,5,b,4,19,2,2,b,1,1,01,13,2,1,1,5,7294.2984
83,15,0,0,0,4,1,00300,2,3,0,1,1,b,1,1,5,b,b,13,1,2,8,b,1,01,2,2,1,1,1,0
103,48,0,0,0,4,1,00300,2,3,0,1,4,b,3,1,1,1,4,18,2,2,b,6,1,01,2,2,1,1,6,0
108,49,0,0,40,4,1,00300,2,3,0,1,4,1,1,1,1,1,4,18,1,2,b,2,1,01,9,2,1,1,6,63825.111
50,33,0,0,40,3,1,00901,2,3,0,1,1,5,b,2,1,1,4,22,2,2,b,1,1,01,18,1,2,1,1,65851.305
75,32,0,0,40,3,1,00901,2,3,0,1,1,5,1,1,1,1,2,22,1,2,b,1,1,04,18,1,2,1,1,58050.458099999996
64,58,0,0,42,1,0,01300,2,3,0,1,3,1,b,2,3,1,4,19,2,2,b,1,1,01,14,1,2,1,5,55720.33499999999
159,61,0,0,40,2,0,00305,2,1,0,1,4,1,3,1,1,1,4,16,1,2,b,1,1,01,6,1,2,1,5,20261.94
169,58,0,0,42,2,0,00305,2,1,0,1,4,6,2,1,1,1,4,13,2,2,b,1,1,01,15,1,2,1,5,65851.305
52,85,0,18235.746,0,2,0,00105,2,3,0,1,1,b,b,2,1,1,2,21,1,1,b,6,1,01,2,1,1,2,1,129676.41599999998
64,82,0,3039.2909999999997,0,2,0,00105,2,3,0,1,1,b,b,2,1,1,4,22,2,1,b,6,1,01,2,1,1,2,1,17222.648999999998
165,69,0,17627.887799999997,0,1,0,01101,1,3,0,1,1,b,b,2,3,1,4,22,1,1,b,6,1,01,2,2,1,1,1,17627.887799999997
38,29,0,0,70,2,0,00303,2,3,0,1,5,2,1,1,1,1,4,23,1,2,b,1,1,01,14,1,2,1,4,60785.81999999999
34,27,0,0,0,2,0,00303,2,3,0,1,5,1,1,1,1,1,4,23,2,2,b,6,1,01,14,1,2,1,4,0
164,23,0,0,25,2,1,00901,1,3,0,1,1,1,b,2,5,b,4,18,1,2,b,1,2,01,8,2,2,2,1,18235.746
196,21,2127.5036999999998,0,15,2,1,00901,1,3,0,1,1,1,b,2,5,b,4,17,2,2,b,1,1,01,8,2,1,2,1,11245.376699999999
176,53,0,0,40,4,1,00300,2,1,0,1,1,2,b,2,1,2,4,21,1,2,b,1,1,01,17,1,2,2,1,25327.425
164,50,0,0,40,4,1,00300,2,1,0,1,1,1,b,2,1,3,4,21,2,2,b,1,1,01,11,1,2,2,1,131702.61
191,19,0,0,32,4,1,00300,2,1,0,1,1,1,b,2,5,b,4,19,2,2,b,1,1,01,8,1,2,2,1,1924.8843
265,15,0,0,0,4,1,00300,2,1,0,1,1,b,b,2,5,b,b,12,2,2,1,b,1,01,2,1,2,2,1,0
124,64,0,17222.648999999998,20,4,0,00500,1,1,0,1,1,1,b,2,1,1,4,16,1,1,b,1,1,01,17,2,1,1,1,33432.200999999994
135,63,0,0,20,4,0,00500,1,1,0,1,1,6,b,2,1,1,4,19,2,2,b,1,1,01,14,2,1,1,1,16209.551999999998
200,35,0,0,0,4,0,00500,1,1,0,1,1,b,b,2,5,b,4,17,1,2,b,6,1,01,2,2,1,1,1,0
226,30,0,0,15,4,0,00500,1,1,0,1,1,1,b,2,5,b,4,16,2,2,b,1,1,01,8,2,1,1,1,10232.2797
92,33,0,0,40,4,2,00300,2,1,0,1,1,3,b,2,1,2,4,21,2,2,b,1,1,01,18,1,2,1,1,70916.79
83,36,0,0,40,4,2,00300,2,1,0,1,1,1,b,2,1,2,4,16,1,2,b,1,1,01,8,1,2,1,1,99283.506
35,68,0,38193.7569,15,2,0,01100,2,2,0,1,1,7,b,2,1,1,2,21,1,2,b,6,1,01,6,2,1,1,1,130385.58389999998
33,68,0,16209.551999999998,0,2,0,01100,2,2,0,1,1,2,b,2,1,1,4,19,2,1,b,6,1,01,16,2,1,1,1,31406.006999999998
140,66,0,1722.2649,0,3,0,00103,2,1,0,1,1,5,b,2,1,1,4,21,1,2,b,6,1,01,9,1,1,1,1,43765.7904
130,66,0,12663.7125,0,3,0,00103,2,1,0,1,1,b,b,2,1,1,4,21,2,2,b,6,1,01,2,1,1,1,1,12663.7125
168,41,0,0,2,3,0,00103,2,1,0,1,1,6,b,2,5,b,4,19,1,2,b,3,1,01,16,1,2,1,1,1519.6454999999999
42,65,0,0,45,2,0,00303,2,2,0,1,1,1,b,2,1,2,4,21,1,2,b,1,1,01,11,1,2,1,1,182357.46
38,62,0,0,15,2,0,00303,2,2,0,1,1,1,b,2,1,2,4,21,2,2,b,1,1,01,8,1,2,1,1,3748.4588999999996
33,34,0,0,40,3,1,00300,2,1,0,1,5,1,1,1,1,1,4,21,2,2,b,1,1,01,12,1,2,6,4,76995.37199999999
52,36,0,0,40,3,1,00300,2,1,0,1,5,1,1,1,1,1,4,22,1,2,b,1,1,01,12,1,2,6,4,79021.56599999999
62,52,0,0,40,3,0,01101,2,1,0,1,1,2,b,2,1,2,4,21,2,2,b,1,1,01,15,1,2,1,1,50654.85
53,53,0,0,45,3,0,01101,2,1,0,1,1,1,1,1,1,1,4,22,1,2,b,1,1,01,6,1,2,1,1,162095.52
79,18,0,0,30,3,0,01101,2,1,0,1,1,1,b,2,5,b,4,18,2,2,b,1,1,01,8,1,2,1,1,1519.6454999999999
54,50,0,0,40,3,0,00902,2,1,0,1,4,2,2,1,1,1,4,16,2,2,b,1,1,01,13,1,2,1,5,53694.140999999996
58,53,0,0,40,3,0,00902,2,1,0,1,4,1,3,1,1,1,4,16,1,2,b,1,1,01,6,1,2,1,5,48628.655999999995
64,28,0,0,40,3,0,00902,2,1,0,1,4,2,1,1,1,1,4,21,1,2,b,1,1,01,13,1,2,1,5,35458.395
124,88,0,14082.048299999999,0,1,0,00300,2,2,0,1,1,b,b,2,2,2,2,19,1,1,b,6,1,01,2,1,1,1,1,32317.794299999998
57,82,0,8510.014799999999,0,2,0,00301,2,2,0,1,1,b,b,2,1,2,4,19,2,2,b,6,1,01,2,2,1,1,1,8510.014799999999
58,89,0,1722.2649,0,2,0,00301,2,2,0,1,1,b,b,2,1,2,4,21,1,1,b,6,1,01,2,2,1,1,1,1722.2649
55,62,0,0,65,1,0,01101,2,1,0,1,1,3,b,2,3,1,4,22,2,1,b,1,1,01,13,1,2,1,1,91178.73
58,60,0,0,30,3,0,00103,2,1,0,1,1,3,b,2,1,1,4,21,2,2,b,6,1,01,13,1,2,1,1,7598.227499999999
61,62,0,0,40,3,0,00103,2,1,0,1,1,2,b,2,1,1,4,24,1,2,b,1,1,01,14,1,2,1,1,197553.91499999998
81,32,0,0,45,3,0,00103,2,1,0,1,1,6,b,2,5,b,4,22,2,2,b,1,1,01,17,1,2,1,1,24314.327999999998
54,26,0,0,40,3,0,00103,2,1,0,1,1,2,b,2,5,b,4,22,2,2,b,1,1,01,13,1,2,1,1,62812.013999999996
54,62,0,0,40,2,0,00304,2,2,0,1,1,1,b,2,1,1,4,16,1,2,b,1,1,01,6,1,2,1,1,70916.79
54,57,0,0,42,2,0,00304,2,2,0,1,4,1,3,1,1,1,4,17,2,2,b,1,1,01,6,1,2,1,5,36471.492
53,56,0,0,60,1,0,00305,2,2,0,1,4,5,1,1,3,1,4,16,2,2,b,1,1,01,9,1,2,1,5,63014.63339999999
109,60,0,0,50,3,0,00700,2,1,0,1,1,1,b,2,1,1,4,21,1,2,b,1,1,01,12,1,2,1,1,63825.111
99,61,0,0,0,3,0,00700,2,1,0,1,1,b,b,2,1,1,4,21,2,1,b,6,1,01,2,1,2,1,1,0
136,83,0,21275.036999999997,0,3,0,00700,2,1,0,1,1,b,b,2,2,1,4,16,2,1,b,6,1,01,2,1,1,1,1,22288.134
71,47,0,0,0,5,3,00103,2,1,0,1,1,b,b,2,1,1,4,23,2,2,b,6,1,01,2,1,2,1,1,0
79,47,0,0,90,5,3,00103,2,1,0,1,1,1,b,2,1,1,4,23,1,2,b,1,1,01,14,1,2,1,1,798624.3650999999
75,16,0,0,0,5,3,00103,2,1,0,1,1,b,b,2,5,b,b,13,1,2,2,6,1,01,2,1,2,1,1,0
56,59,0,0,40,2,1,00300,2,3,0,1,1,1,b,2,3,1,2,20,1,2,b,1,1,01,12,1,1,1,1,63825.111
56,15,0,0,0,2,1,00300,2,3,0,1,1,b,b,2,5,b,b,12,1,2,5,b,1,01,2,1,2,1,1,0
149,66,0,0,40,2,0,00305,2,3,0,1,5,1,2,1,1,1,4,16,1,2,b,1,1,01,6,1,2,6,4,32723.033099999997
134,64,0,0,0,2,0,00305,2,3,0,1,5,b,3,1,1,1,4,11,2,2,b,6,1,01,2,1,2,6,4,0
94,53,0,0,48,8,4,00900,2,4,0,1,4,1,3,1,1,1,4,21,1,2,b,1,1,01,6,2,1,2,6,179318.169
94,44,0,0,40,8,4,00900,2,4,0,1,5,1,3,1,1,1,4,01,2,2,b,1,1,01,8,2,1,2,6,8104.775999999999
116,21,0,0,36,8,4,00900,2,4,0,1,5,1,2,1,5,b,4,19,1,2,b,1,1,01,7,2,1,2,6,2228.8134
147,18,0,0,32,8,4,00900,2,4,0,1,5,1,2,1,5,b,4,16,2,2,b,1,1,01,8,2,1,2,6,1317.0260999999998
122,15,0,0,0,8,4,00900,2,4,0,1,5,b,1,1,5,b,b,13,1,2,1,b,1,01,2,2,1,2,6,0
57,47,0,0,60,3,0,00902,2,1,0,1,1,6,b,2,1,2,4,16,2,1,b,1,1,01,14,1,2,1,1,40564.40388
47,47,0,0,45,3,0,00902,2,1,0,1,1,1,b,2,1,1,4,16,1,2,b,1,1,03,7,1,2,1,1,40523.88
73,23,0,0,40,3,0,00902,2,1,0,1,1,1,b,2,5,b,4,16,2,2,b,1,1,01,14,1,2,1,1,30392.909999999996
348,47,0,0,50,2,1,01100,2,1,0,1,1,2,b,2,3,1,4,21,1,2,b,1,1,01,14,1,2,1,1,172226.49
53,65,0,0,40,2,0,00700,2,1,0,1,1,2,b,2,2,1,4,20,1,2,b,1,1,01,14,1,1,1,1,157030.03499999997
116,41,0,0,0,2,0,00700,2,1,0,1,1,1,b,2,5,b,4,20,1,2,b,3,1,01,16,1,1,1,1,4964.1753
94,23,0,0,40,1,0,00102,2,3,0,1,1,1,b,2,5,b,4,21,2,2,b,1,1,01,12,1,2,9,1,45589.365
125,25,0,0,40,1,0,00102,2,3,0,1,1,1,b,2,5,b,4,21,2,2,b,1,1,19,10,1,2,8,1,42550.07399999999
76,25,0,0,55,1,0,00102,2,3,0,1,1,1,b,2,5,b,4,22,2,2,b,1,1,01,14,1,2,1,1,50654.85
195,58,0,0,0,3,0,00102,2,1,0,1,1,1,1,1,1,1,4,16,1,1,b,6,1,01,17,1,2,1,1,8510.014799999999
203,57,0,0,0,3,0,00102,2,1,0,1,1,b,b,2,1,1,4,16,2,2,b,6,1,01,2,1,2,1,1,0
315,21,0,0,60,3,0,00102,2,1,0,1,1,6,1,1,5,b,4,16,1,2,b,1,1,01,17,1,2,1,1,40118.6412
57,31,0,0,59,4,1,00100,2,1,0,1,4,1,1,1,1,1,4,19,1,2,b,1,1,17,10,1,2,1,3,50654.85
48,31,0,0,30,4,1,00100,2,1,0,1,5,1,2,1,1,1,4,20,2,2,b,1,1,17,18,1,2,1,3,8104.775999999999
59,26,0,0,0,4,1,00100,2,1,0,1,1,1,2,1,5,b,4,19,1,2,b,3,1,17,7,2,1,1,1,4052.3879999999995
91,50,0,0,43,1,0,00906,2,1,0,1,1,1,b,2,2,1,4,23,2,2,b,1,1,01,12,1,2,1,1,165641.3595
189,48,0,0,35,4,1,01101,2,2,0,1,1,1,b,2,1,2,4,19,2,2,b,1,1,01,9,1,2,1,1,24314.327999999998
179,45,0,0,40,4,1,01101,2,2,0,1,1,4,b,2,1,2,4,20,1,2,b,1,1,01,18,1,2,1,1,70916.79
404,24,0,0,32,4,1,01101,2,2,0,1,1,1,b,2,5,b,4,20,2,2,b,1,1,01,14,1,2,1,1,28366.715999999997
153,32,0,0,18,4,2,00302,2,3,0,1,5,6,3,1,1,1,4,16,2,2,b,1,2,01,18,2,2,1,3,3039.2909999999997
171,34,0,0,40,4,2,00302,2,3,0,1,5,1,3,1,1,1,4,16,1,2,b,1,2,01,12,2,2,1,3,34445.297999999995
63,72,0,17121.3393,0,2,0,00105,2,2,0,1,1,b,b,2,1,1,2,19,1,2,b,6,1,01,2,1,1,1,1,24213.0183
61,69,0,11447.996099999998,0,2,0,00105,2,2,0,1,1,b,b,2,1,1,4,16,2,2,b,6,1,01,2,1,1,1,1,43867.100099999996
67,70,0,11346.686399999999,0,2,0,00906,1,1,0,1,1,b,b,2,3,1,4,16,2,2,b,6,1,01,2,1,1,1,1,19066.485539999998
105,47,0,0,40,2,0,00906,1,1,0,1,1,1,b,2,5,b,4,20,1,2,b,1,1,01,11,1,2,1,1,39510.782999999996
102,27,0,0,40,1,0,01300,2,1,0,1,1,1,b,2,5,b,4,21,2,2,b,1,1,01,11,1,2,1,1,28366.715999999997
103,31,0,0,0,1,0,01300,2,1,0,1,1,1,b,2,5,b,4,19,1,2,b,3,2,01,16,2,2,1,1,0
164,49,0,0,60,4,2,00103,2,2,0,1,1,7,b,2,1,1,4,21,1,2,b,1,1,01,11,1,2,6,1,742600.1009999999
147,45,0,0,0,4,2,00103,2,2,0,1,4,b,b,2,1,1,4,16,2,2,b,6,1,01,2,1,2,6,4,0
139,64,0,0,36,1,0,00903,2,3,0,1,1,2,b,2,3,1,4,20,2,2,b,1,1,01,15,1,2,1,1,45589.365
97,52,0,0,40,1,0,00105,2,3,0,1,5,1,1,1,1,1,4,20,1,2,b,1,1,01,7,1,2,1,5,137811.58490999998
48,52,0,0,50,1,0,00305,2,1,0,1,1,5,b,2,5,b,4,16,1,2,b,1,1,01,9,1,2,1,1,101309.7
50,77,0,24314.327999999998,0,1,0,00303,2,3,0,1,1,b,b,2,5,b,4,21,1,1,b,6,1,01,2,1,1,1,1,40523.88
58,84,0,10941.4476,0,2,0,00900,2,1,0,1,1,b,b,2,1,1,4,21,2,2,b,6,1,01,2,1,1,1,1,12461.093099999998
54,89,0,2228.8134,0,2,0,00900,2,1,0,1,1,b,b,2,1,1,2,21,1,1,b,6,1,01,2,1,1,1,1,2228.8134
118,33,0,0,40,2,1,00102,2,3,0,1,4,1,1,1,1,2,4,19,2,1,b,2,1,01,14,1,2,2,3,33432.200999999994
41,44,0,0,40,1,0,00902,2,3,0,1,1,2,b,2,5,b,4,21,2,2,b,1,1,01,14,1,2,1,1,49641.753
113,54,0,0,60,4,2,00906,2,1,0,1,1,1,b,2,1,1,4,19,1,2,b,1,1,01,6,1,2,1,1,117316.6326
126,48,0,0,42,4,2,00906,2,1,0,1,1,1,b,2,1,1,4,21,2,2,b,1,1,01,13,1,2,1,1,21984.204899999997
175,59,0,0,20,3,0,00903,2,2,0,1,4,2,1,1,1,1,4,24,2,2,b,1,1,01,13,1,2,6,4,36978.040499999996
